Raiders of the Lost Ark (1981)	Raiders of the Lost Ark (1981)	5.9323435
Raiders of the Lost Ark (1981)	Star Wars: Episode VI - Return of the Jedi (1983)	5.661696
Raiders of the Lost Ark (1981)	Star Wars: Episode IV - A New Hope (1977)	5.6431785
Raiders of the Lost Ark (1981)	Aliens (1986)	5.531824
Raiders of the Lost Ark (1981)	Indiana Jones and the Last Crusade (1989)	5.5075793
Raiders of the Lost Ark (1981)	Princess Bride, The (1987)	5.449655
Raiders of the Lost Ark (1981)	Alien (1979)	5.3940725
Raiders of the Lost Ark (1981)	Braveheart (1995)	5.3892827
Raiders of the Lost Ark (1981)	Star Wars: Episode V - The Empire Strikes Back (1980)	5.3791428
Raiders of the Lost Ark (1981)	Godfather: Part II, The (1974)	5.370479
Raiders of the Lost Ark (1981)	Back to the Future (1985)	5.3502817
Saving Private Ryan (1998)	Saving Private Ryan (1998)	6.3987675
Saving Private Ryan (1998)	Braveheart (1995)	5.902669
Saving Private Ryan (1998)	Raiders of the Lost Ark (1981)	5.7449946
Saving Private Ryan (1998)	Fugitive, The (1993)	5.6509666
Saving Private Ryan (1998)	Pulp Fiction (1994)	5.605073
Saving Private Ryan (1998)	Star Wars: Episode VI - Return of the Jedi (1983)	5.583729
Saving Private Ryan (1998)	Godfather: Part II, The (1974)	5.5715003
Saving Private Ryan (1998)	Fargo (1996)	5.567085
Saving Private Ryan (1998)	Schindler's List (1993)	5.5642147
Saving Private Ryan (1998)	One Flew Over the Cuckoo's Nest (1975)	5.5600104
Saving Private Ryan (1998)	Three Kings (1999)	5.53745
Silence of the Lambs, The (1991)	Silence of the Lambs, The (1991)	6.417713
Silence of the Lambs, The (1991)	Seven (Se7en) (1995)	5.4858413
Silence of the Lambs, The (1991)	Shawshank Redemption, The (1994)	5.473614
Silence of the Lambs, The (1991)	Sling Blade (1996)	5.4635835
Silence of the Lambs, The (1991)	Usual Suspects, The (1995)	5.3815317
Silence of the Lambs, The (1991)	Philadelphia (1993)	5.311815
Silence of the Lambs, The (1991)	Pulp Fiction (1994)	5.263235
Silence of the Lambs, The (1991)	Fargo (1996)	5.2544894
Silence of the Lambs, The (1991)	Good Will Hunting (1997)	5.240587
Silence of the Lambs, The (1991)	JFK (1991)	5.2113504
Silence of the Lambs, The (1991)	Insider, The (1999)	5.1821866
Matrix, The (1999)	Matrix, The (1999)	6.4941406
Matrix, The (1999)	Fifth Element, The (1997)	5.997131
Matrix, The (1999)	Total Recall (1990)	5.574702
Matrix, The (1999)	Star Trek: First Contact (1996)	5.5349507
Matrix, The (1999)	Face/Off (1997)	5.394369
Matrix, The (1999)	Terminator 2: Judgment Day (1991)	5.368318
Matrix, The (1999)	Deep Impact (1998)	5.354274
Matrix, The (1999)	Stargate (1994)	5.3361096
Matrix, The (1999)	Gattaca (1997)	5.319882
Matrix, The (1999)	Starship Troopers (1997)	5.285051
Matrix, The (1999)	Predator (1987)	5.232214
Sixth Sense, The (1999)	Sixth Sense, The (1999)	6.6178613
Sixth Sense, The (1999)	Talented Mr. Ripley, The (1999)	5.8933806
Sixth Sense, The (1999)	Shakespeare in Love (1998)	5.730477
Sixth Sense, The (1999)	American Beauty (1999)	5.7003875
Sixth Sense, The (1999)	Fargo (1996)	5.6901116
Sixth Sense, The (1999)	Bug's Life, A (1998)	5.6642885
Sixth Sense, The (1999)	Three Kings (1999)	5.662441
Sixth Sense, The (1999)	Toy Story 2 (1999)	5.6623363
Sixth Sense, The (1999)	Seven (Se7en) (1995)	5.5360956
Sixth Sense, The (1999)	Toy Story (1995)	5.5260987
Sixth Sense, The (1999)	Being John Malkovich (1999)	5.5170317
Star Wars: Episode VI - Return of the Jedi (1983)	Star Wars: Episode VI - Return of the Jedi (1983)	6.504484
Star Wars: Episode VI - Return of the Jedi (1983)	Raiders of the Lost Ark (1981)	6.2077346
Star Wars: Episode VI - Return of the Jedi (1983)	Star Wars: Episode IV - A New Hope (1977)	6.204003
Star Wars: Episode VI - Return of the Jedi (1983)	Aliens (1986)	6.1372037
Star Wars: Episode VI - Return of the Jedi (1983)	Princess Bride, The (1987)	6.0710254
Star Wars: Episode VI - Return of the Jedi (1983)	Jurassic Park (1993)	6.002976
Star Wars: Episode VI - Return of the Jedi (1983)	Star Wars: Episode V - The Empire Strikes Back (1980)	5.9866796
Star Wars: Episode VI - Return of the Jedi (1983)	Indiana Jones and the Last Crusade (1989)	5.96568
Star Wars: Episode VI - Return of the Jedi (1983)	Back to the Future (1985)	5.902185
Star Wars: Episode VI - Return of the Jedi (1983)	Braveheart (1995)	5.901588
Star Wars: Episode VI - Return of the Jedi (1983)	Abyss, The (1989)	5.8329406
Fargo (1996)	Fargo (1996)	6.250261
Fargo (1996)	Pulp Fiction (1994)	5.93937
Fargo (1996)	One Flew Over the Cuckoo's Nest (1975)	5.742914
Fargo (1996)	American Beauty (1999)	5.7255745
Fargo (1996)	Usual Suspects, The (1995)	5.6481314
Fargo (1996)	Insider, The (1999)	5.622804
Fargo (1996)	Three Kings (1999)	5.6217794
Fargo (1996)	Simple Plan, A (1998)	5.608012
Fargo (1996)	Sling Blade (1996)	5.5485373
Fargo (1996)	Godfather: Part II, The (1974)	5.5389986
Fargo (1996)	Saving Private Ryan (1998)	5.4378796
Schindler's List (1993)	Schindler's List (1993)	6.5122023
Schindler's List (1993)	Shawshank Redemption, The (1994)	5.919943
Schindler's List (1993)	Three Kings (1999)	5.7342076
Schindler's List (1993)	Good Will Hunting (1997)	5.6843715
Schindler's List (1993)	Saving Private Ryan (1998)	5.6628547
Schindler's List (1993)	Boat, The (Das Boot) (1981)	5.6150923
Schindler's List (1993)	One Flew Over the Cuckoo's Nest (1975)	5.568893
Schindler's List (1993)	Pulp Fiction (1994)	5.56266
Schindler's List (1993)	Insider, The (1999)	5.551861
Schindler's List (1993)	American Beauty (1999)	5.545374
Schindler's List (1993)	Searching for Bobby Fischer (1993)	5.5432253
Shawshank Redemption, The (1994)	Shawshank Redemption, The (1994)	6.1509094
Shawshank Redemption, The (1994)	Good Will Hunting (1997)	5.6844673
Shawshank Redemption, The (1994)	Schindler's List (1993)	5.5915074
Shawshank Redemption, The (1994)	Dead Man Walking (1995)	5.5855255
Shawshank Redemption, The (1994)	GoodFellas (1990)	5.4514484
Shawshank Redemption, The (1994)	Pulp Fiction (1994)	5.419812
Shawshank Redemption, The (1994)	Searching for Bobby Fischer (1993)	5.414231
Shawshank Redemption, The (1994)	Sling Blade (1996)	5.381424
Shawshank Redemption, The (1994)	Fargo (1996)	5.349649
Shawshank Redemption, The (1994)	Saving Private Ryan (1998)	5.293783
Shawshank Redemption, The (1994)	Three Kings (1999)	5.2845283
Terminator 2: Judgment Day (1991)	Terminator 2: Judgment Day (1991)	6.2093825
Terminator 2: Judgment Day (1991)	Jurassic Park (1993)	5.819612
Terminator 2: Judgment Day (1991)	Planet of the Apes (1968)	5.6731467
Terminator 2: Judgment Day (1991)	Aliens (1986)	5.670344
Terminator 2: Judgment Day (1991)	Star Wars: Episode VI - Return of the Jedi (1983)	5.557337
Terminator 2: Judgment Day (1991)	Men in Black (1997)	5.506627
Terminator 2: Judgment Day (1991)	Braveheart (1995)	5.504828
Terminator 2: Judgment Day (1991)	Alien (1979)	5.429312
Terminator 2: Judgment Day (1991)	Fugitive, The (1993)	5.4254637
Terminator 2: Judgment Day (1991)	Predator (1987)	5.418958
Terminator 2: Judgment Day (1991)	Raiders of the Lost Ark (1981)	5.414346
Godfather, The (1972)	Godfather, The (1972)	6.209145
Godfather, The (1972)	Godfather: Part II, The (1974)	5.9958916
Godfather, The (1972)	One Flew Over the Cuckoo's Nest (1975)	5.7923627
Godfather, The (1972)	Casablanca (1942)	5.617686
Godfather, The (1972)	Star Wars: Episode IV - A New Hope (1977)	5.586533
Godfather, The (1972)	Raiders of the Lost Ark (1981)	5.567693
Godfather, The (1972)	To Kill a Mockingbird (1962)	5.5552316
Godfather, The (1972)	Graduate, The (1967)	5.5249662
Godfather, The (1972)	Butch Cassidy and the Sundance Kid (1969)	5.500973
Godfather, The (1972)	Boat, The (Das Boot) (1981)	5.45694
Godfather, The (1972)	Bonnie and Clyde (1967)	5.41138
Braveheart (1995)	Braveheart (1995)	6.0816283
Braveheart (1995)	Saving Private Ryan (1998)	5.610118
Braveheart (1995)	Jurassic Park (1993)	5.543108
Braveheart (1995)	Raiders of the Lost Ark (1981)	5.5249023
Braveheart (1995)	Star Wars: Episode VI - Return of the Jedi (1983)	5.5179267
Braveheart (1995)	Indiana Jones and the Last Crusade (1989)	5.4485946
Braveheart (1995)	Star Wars: Episode IV - A New Hope (1977)	5.4367986
Braveheart (1995)	Terminator 2: Judgment Day (1991)	5.391569
Braveheart (1995)	Fugitive, The (1993)	5.2964435
Braveheart (1995)	Men in Black (1997)	5.2958746
Braveheart (1995)	Godfather: Part II, The (1974)	5.23356
Princess Bride, The (1987)	Princess Bride, The (1987)	6.2633224
Princess Bride, The (1987)	Star Wars: Episode VI - Return of the Jedi (1983)	5.8459344
Princess Bride, The (1987)	Raiders of the Lost Ark (1981)	5.753704
Princess Bride, The (1987)	Toy Story (1995)	5.6956873
Princess Bride, The (1987)	American Beauty (1999)	5.645242
Princess Bride, The (1987)	Aliens (1986)	5.6228046
Princess Bride, The (1987)	Back to the Future (1985)	5.6148696
Princess Bride, The (1987)	Shakespeare in Love (1998)	5.6142607
Princess Bride, The (1987)	Groundhog Day (1993)	5.552836
Princess Bride, The (1987)	Star Wars: Episode IV - A New Hope (1977)	5.551428
Princess Bride, The (1987)	Get Shorty (1995)	5.5430355
Back to the Future (1985)	Back to the Future (1985)	6.117535
Back to the Future (1985)	Star Wars: Episode VI - Return of the Jedi (1983)	5.551066
Back to the Future (1985)	Raiders of the Lost Ark (1981)	5.5173025
Back to the Future (1985)	Princess Bride, The (1987)	5.4841747
Back to the Future (1985)	Star Wars: Episode IV - A New Hope (1977)	5.456612
Back to the Future (1985)	Romancing the Stone (1984)	5.359035
Back to the Future (1985)	Star Wars: Episode V - The Empire Strikes Back (1980)	5.3344393
Back to the Future (1985)	Big (1988)	5.333664
Back to the Future (1985)	Men in Black (1997)	5.3302894
Back to the Future (1985)	Ghostbusters (1984)	5.290766
Back to the Future (1985)	Beetlejuice (1988)	5.279235
Shakespeare in Love (1998)	Shakespeare in Love (1998)	6.1654353
Shakespeare in Love (1998)	American Beauty (1999)	5.7447433
Shakespeare in Love (1998)	Bug's Life, A (1998)	5.584473
Shakespeare in Love (1998)	Being John Malkovich (1999)	5.564652
Shakespeare in Love (1998)	Toy Story 2 (1999)	5.5492015
Shakespeare in Love (1998)	Princess Bride, The (1987)	5.526517
Shakespeare in Love (1998)	Groundhog Day (1993)	5.494169
Shakespeare in Love (1998)	Toy Story (1995)	5.489752
Shakespeare in Love (1998)	Elizabeth (1998)	5.458111
Shakespeare in Love (1998)	Pleasantville (1998)	5.4325557
Shakespeare in Love (1998)	Election (1999)	5.403819
L.A. Confidential (1997)	L.A. Confidential (1997)	6.246626
L.A. Confidential (1997)	Usual Suspects, The (1995)	5.3117166
L.A. Confidential (1997)	Fargo (1996)	5.3096533
L.A. Confidential (1997)	Simple Plan, A (1998)	5.16255
L.A. Confidential (1997)	Grifters, The (1990)	5.1256742
L.A. Confidential (1997)	Professional, The (a.k.a. Leon: The Professional) (1994)	5.1188607
L.A. Confidential (1997)	Bound (1996)	5.0436554
L.A. Confidential (1997)	Pulp Fiction (1994)	5.0079484
L.A. Confidential (1997)	Out of Sight (1998)	4.9340754
L.A. Confidential (1997)	Jackie Brown (1997)	4.8773494
L.A. Confidential (1997)	Seven (Se7en) (1995)	4.875173
Pulp Fiction (1994)	Pulp Fiction (1994)	6.228813
Pulp Fiction (1994)	Fargo (1996)	5.9189887
Pulp Fiction (1994)	Three Kings (1999)	5.828884
Pulp Fiction (1994)	Usual Suspects, The (1995)	5.7786818
Pulp Fiction (1994)	Seven (Se7en) (1995)	5.720096
Pulp Fiction (1994)	Sling Blade (1996)	5.5451136
Pulp Fiction (1994)	Insider, The (1999)	5.5354676
Pulp Fiction (1994)	American Beauty (1999)	5.5180326
Pulp Fiction (1994)	GoodFellas (1990)	5.5162263
Pulp Fiction (1994)	Simple Plan, A (1998)	5.4967146
Pulp Fiction (1994)	Professional, The (a.k.a. Leon: The Professional) (1994)	5.493846
Being John Malkovich (1999)	Being John Malkovich (1999)	6.3004255
Being John Malkovich (1999)	Election (1999)	5.918475
Being John Malkovich (1999)	American Beauty (1999)	5.798706
Being John Malkovich (1999)	Clerks (1994)	5.707754
Being John Malkovich (1999)	Man on the Moon (1999)	5.6904235
Being John Malkovich (1999)	South Park: Bigger, Longer and Uncut (1999)	5.690313
Being John Malkovich (1999)	Shakespeare in Love (1998)	5.686489
Being John Malkovich (1999)	Dogma (1999)	5.515797
Being John Malkovich (1999)	Talented Mr. Ripley, The (1999)	5.4810715
Being John Malkovich (1999)	Fight Club (1999)	5.377271
Being John Malkovich (1999)	Toy Story 2 (1999)	5.3337827
Jurassic Park (1993)	Jurassic Park (1993)	6.197474
Jurassic Park (1993)	Terminator 2: Judgment Day (1991)	5.8084507
Jurassic Park (1993)	Star Wars: Episode VI - Return of the Jedi (1983)	5.719637
Jurassic Park (1993)	Braveheart (1995)	5.648696
Jurassic Park (1993)	Men in Black (1997)	5.53644
Jurassic Park (1993)	Star Wars: Episode IV - A New Hope (1977)	5.517281
Jurassic Park (1993)	Aliens (1986)	5.43629
Jurassic Park (1993)	Raiders of the Lost Ark (1981)	5.430043
Jurassic Park (1993)	Lost World: Jurassic Park, The (1997)	5.357872
Jurassic Park (1993)	Planet of the Apes (1968)	5.3325624
Jurassic Park (1993)	Star Trek: First Contact (1996)	5.3241653
Terminator, The (1984)	Terminator, The (1984)	6.4064727
Terminator, The (1984)	Aliens (1986)	5.785392
Terminator, The (1984)	Raiders of the Lost Ark (1981)	5.7274685
Terminator, The (1984)	Alien (1979)	5.703527
Terminator, The (1984)	Indiana Jones and the Last Crusade (1989)	5.6295757
Terminator, The (1984)	Blade Runner (1982)	5.6158996
Terminator, The (1984)	Predator (1987)	5.610092
Terminator, The (1984)	Planet of the Apes (1968)	5.6040206
Terminator, The (1984)	Star Wars: Episode VI - Return of the Jedi (1983)	5.600643
Terminator, The (1984)	Highlander (1986)	5.5197864
Terminator, The (1984)	Terminator 2: Judgment Day (1991)	5.5087504
Forrest Gump (1994)	Forrest Gump (1994)	6.4182377
Forrest Gump (1994)	Pleasantville (1998)	5.4338474
Forrest Gump (1994)	Mrs. Doubtfire (1993)	5.4155774
Forrest Gump (1994)	Ghost (1990)	5.285854
Forrest Gump (1994)	Rob Roy (1995)	5.284866
Forrest Gump (1994)	Waking Ned Devine (1998)	5.1353016
Forrest Gump (1994)	Sleepless in Seattle (1993)	5.0779696
Forrest Gump (1994)	Toy Story (1995)	5.0430756
Forrest Gump (1994)	My Cousin Vinny (1992)	5.019102
Forrest Gump (1994)	Four Weddings and a Funeral (1994)	5.0077987
Forrest Gump (1994)	Green Mile, The (1999)	4.9942617
Groundhog Day (1993)	Groundhog Day (1993)	5.936141
Groundhog Day (1993)	Pleasantville (1998)	5.467945
Groundhog Day (1993)	Toy Story (1995)	5.407312
Groundhog Day (1993)	Wag the Dog (1997)	5.3244486
Groundhog Day (1993)	Shakespeare in Love (1998)	5.2898397
Groundhog Day (1993)	Waking Ned Devine (1998)	5.2884736
Groundhog Day (1993)	Princess Bride, The (1987)	5.2627687
Groundhog Day (1993)	Clueless (1995)	5.189643
Groundhog Day (1993)	Four Weddings and a Funeral (1994)	5.1864004
Groundhog Day (1993)	Much Ado About Nothing (1993)	5.1142573
Groundhog Day (1993)	Toy Story 2 (1999)	5.045143
Toy Story (1995)	Toy Story (1995)	6.091364
Toy Story (1995)	Toy Story 2 (1999)	5.691216
Toy Story (1995)	Aladdin (1992)	5.6538844
Toy Story (1995)	Pleasantville (1998)	5.581406
Toy Story (1995)	Groundhog Day (1993)	5.548707
Toy Story (1995)	Princess Bride, The (1987)	5.539314
Toy Story (1995)	Bug's Life, A (1998)	5.450052
Toy Story (1995)	Shakespeare in Love (1998)	5.423799
Toy Story (1995)	Babe (1995)	5.40902
Toy Story (1995)	Beauty and the Beast (1991)	5.3593054
Toy Story (1995)	American Beauty (1999)	5.3056827
Men in Black (1997)	Men in Black (1997)	6.1721673
Men in Black (1997)	Jurassic Park (1993)	5.513832
Men in Black (1997)	Terminator 2: Judgment Day (1991)	5.473623
Men in Black (1997)	Star Wars: Episode IV - A New Hope (1977)	5.4598985
Men in Black (1997)	Fifth Element, The (1997)	5.4503098
Men in Black (1997)	Star Wars: Episode VI - Return of the Jedi (1983)	5.401326
Men in Black (1997)	Star Trek: First Contact (1996)	5.392474
Men in Black (1997)	Back to the Future (1985)	5.377892
Men in Black (1997)	Braveheart (1995)	5.3747153
Men in Black (1997)	Mask, The (1994)	5.3340526
Men in Black (1997)	Star Wars: Episode V - The Empire Strikes Back (1980)	5.2803183
E.T. the Extra-Terrestrial (1982)	E.T. the Extra-Terrestrial (1982)	6.199751
E.T. the Extra-Terrestrial (1982)	Big (1988)	5.1879067
E.T. the Extra-Terrestrial (1982)	Princess Bride, The (1987)	5.171965
E.T. the Extra-Terrestrial (1982)	Star Wars: Episode V - The Empire Strikes Back (1980)	5.138423
E.T. the Extra-Terrestrial (1982)	Ghostbusters (1984)	5.136279
E.T. the Extra-Terrestrial (1982)	Aliens (1986)	5.1237965
E.T. the Extra-Terrestrial (1982)	Star Wars: Episode VI - Return of the Jedi (1983)	5.08927
E.T. the Extra-Terrestrial (1982)	Star Wars: Episode IV - A New Hope (1977)	5.0532646
E.T. the Extra-Terrestrial (1982)	One Flew Over the Cuckoo's Nest (1975)	5.053257
E.T. the Extra-Terrestrial (1982)	Willy Wonka and the Chocolate Factory (1971)	5.0472536
E.T. the Extra-Terrestrial (1982)	Beetlejuice (1988)	5.0437355
Alien (1979)	Alien (1979)	6.196382
Alien (1979)	Aliens (1986)	5.835279
Alien (1979)	Blade Runner (1982)	5.83485
Alien (1979)	Planet of the Apes (1968)	5.7347994
Alien (1979)	Star Wars: Episode IV - A New Hope (1977)	5.6846952
Alien (1979)	Raiders of the Lost Ark (1981)	5.6341553
Alien (1979)	Jaws (1975)	5.5244737
Alien (1979)	Terminator, The (1984)	5.516489
Alien (1979)	Star Wars: Episode VI - Return of the Jedi (1983)	5.4912267
Alien (1979)	Close Encounters of the Third Kind (1977)	5.4460397
Alien (1979)	Godfather: Part II, The (1974)	5.438727
Fugitive, The (1993)	Fugitive, The (1993)	5.894927
Fugitive, The (1993)	Hunt for Red October, The (1990)	5.439543
Fugitive, The (1993)	Speed (1994)	5.328355
Fugitive, The (1993)	Saving Private Ryan (1998)	5.2060084
Fugitive, The (1993)	Terminator 2: Judgment Day (1991)	5.1507072
Fugitive, The (1993)	Untouchables, The (1987)	5.14706
Fugitive, The (1993)	Braveheart (1995)	5.1338468
Fugitive, The (1993)	Star Wars: Episode VI - Return of the Jedi (1983)	5.121828
Fugitive, The (1993)	Die Hard 2 (1990)	5.1203446
Fugitive, The (1993)	Face/Off (1997)	5.0745254
Fugitive, The (1993)	Enemy of the State (1998)	5.038552
Usual Suspects, The (1995)	Usual Suspects, The (1995)	6.0236135
Usual Suspects, The (1995)	Pulp Fiction (1994)	5.588311
Usual Suspects, The (1995)	Seven (Se7en) (1995)	5.543999
Usual Suspects, The (1995)	Simple Plan, A (1998)	5.4733915
Usual Suspects, The (1995)	Fargo (1996)	5.4433184
Usual Suspects, The (1995)	Three Kings (1999)	5.376924
Usual Suspects, The (1995)	Reservoir Dogs (1992)	5.340847
Usual Suspects, The (1995)	Casino (1995)	5.292782
Usual Suspects, The (1995)	Professional, The (a.k.a. Leon: The Professional) (1994)	5.262549
Usual Suspects, The (1995)	GoodFellas (1990)	5.1898565
Usual Suspects, The (1995)	JFK (1991)	5.134744
Ghostbusters (1984)	Ghostbusters (1984)	6.1582203
Ghostbusters (1984)	Toy Story 2 (1999)	5.4659433
Ghostbusters (1984)	American Beauty (1999)	5.4595814
Ghostbusters (1984)	Big (1988)	5.4555993
Ghostbusters (1984)	Princess Bride, The (1987)	5.442264
Ghostbusters (1984)	Young Frankenstein (1974)	5.3339515
Ghostbusters (1984)	Star Wars: Episode VI - Return of the Jedi (1983)	5.3280945
Ghostbusters (1984)	Back to the Future (1985)	5.3259544
Ghostbusters (1984)	Beetlejuice (1988)	5.276377
Ghostbusters (1984)	Bug's Life, A (1998)	5.25031
Ghostbusters (1984)	One Flew Over the Cuckoo's Nest (1975)	5.2218356
One Flew Over the Cuckoo's Nest (1975)	One Flew Over the Cuckoo's Nest (1975)	6.492768
One Flew Over the Cuckoo's Nest (1975)	Godfather: Part II, The (1974)	6.063935
One Flew Over the Cuckoo's Nest (1975)	Godfather, The (1972)	6.056947
One Flew Over the Cuckoo's Nest (1975)	Fargo (1996)	5.965736
One Flew Over the Cuckoo's Nest (1975)	American Beauty (1999)	5.906776
One Flew Over the Cuckoo's Nest (1975)	Boat, The (Das Boot) (1981)	5.8748593
One Flew Over the Cuckoo's Nest (1975)	Graduate, The (1967)	5.826426
One Flew Over the Cuckoo's Nest (1975)	Psycho (1960)	5.8201013
One Flew Over the Cuckoo's Nest (1975)	To Kill a Mockingbird (1962)	5.8181224
One Flew Over the Cuckoo's Nest (1975)	Wizard of Oz, The (1939)	5.7989664
One Flew Over the Cuckoo's Nest (1975)	Raiders of the Lost Ark (1981)	5.770915
Gladiator (2000)	Gladiator (2000)	6.483008
Gladiator (2000)	X-Men (2000)	5.909244
Gladiator (2000)	Mission: Impossible 2 (2000)	5.859023
Gladiator (2000)	Frequency (2000)	5.8576136
Gladiator (2000)	Erin Brockovich (2000)	5.7699113
Gladiator (2000)	Perfect Storm, The (2000)	5.445604
Gladiator (2000)	Braveheart (1995)	5.3952165
Gladiator (2000)	Star Wars: Episode VI - Return of the Jedi (1983)	5.376863
Gladiator (2000)	Shanghai Noon (2000)	5.368534
Gladiator (2000)	Thomas Crown Affair, The (1999)	5.366176
Gladiator (2000)	Jurassic Park (1993)	5.360806
Blade Runner (1982)	Blade Runner (1982)	6.064795
Blade Runner (1982)	Alien (1979)	5.7109394
Blade Runner (1982)	Aliens (1986)	5.645772
Blade Runner (1982)	Clockwork Orange, A (1971)	5.570876
Blade Runner (1982)	Planet of the Apes (1968)	5.4759407
Blade Runner (1982)	2001: A Space Odyssey (1968)	5.471297
Blade Runner (1982)	Star Wars: Episode IV - A New Hope (1977)	5.4328003
Blade Runner (1982)	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	5.4322805
Blade Runner (1982)	Brazil (1985)	5.384402
Blade Runner (1982)	Terminator, The (1984)	5.3163857
Blade Runner (1982)	Star Wars: Episode VI - Return of the Jedi (1983)	5.2629547
Godfather: Part II, The (1974)	Godfather: Part II, The (1974)	6.1108017
Godfather: Part II, The (1974)	Godfather, The (1972)	5.9009256
Godfather: Part II, The (1974)	One Flew Over the Cuckoo's Nest (1975)	5.7071967
Godfather: Part II, The (1974)	Butch Cassidy and the Sundance Kid (1969)	5.653945
Godfather: Part II, The (1974)	Boat, The (Das Boot) (1981)	5.5717545
Godfather: Part II, The (1974)	Raiders of the Lost Ark (1981)	5.5320354
Godfather: Part II, The (1974)	Jaws (1975)	5.5218024
Godfather: Part II, The (1974)	Psycho (1960)	5.4854574
Godfather: Part II, The (1974)	Bridge on the River Kwai, The (1957)	5.4484553
Godfather: Part II, The (1974)	Casablanca (1942)	5.4360633
Godfather: Part II, The (1974)	Star Wars: Episode IV - A New Hope (1977)	5.4299827
Casablanca (1942)	Casablanca (1942)	6.2697825
Casablanca (1942)	Graduate, The (1967)	5.8321395
Casablanca (1942)	Godfather, The (1972)	5.672546
Casablanca (1942)	Godfather: Part II, The (1974)	5.5774894
Casablanca (1942)	Butch Cassidy and the Sundance Kid (1969)	5.5593023
Casablanca (1942)	African Queen, The (1951)	5.543007
Casablanca (1942)	To Kill a Mockingbird (1962)	5.5215435
Casablanca (1942)	Gone with the Wind (1939)	5.474175
Casablanca (1942)	One Flew Over the Cuckoo's Nest (1975)	5.4361973
Casablanca (1942)	Wizard of Oz, The (1939)	5.4308004
Casablanca (1942)	Citizen Kane (1941)	5.390245
Aliens (1986)	Aliens (1986)	6.1566625
Aliens (1986)	Star Wars: Episode VI - Return of the Jedi (1983)	5.8090215
Aliens (1986)	Alien (1979)	5.7978725
Aliens (1986)	Raiders of the Lost Ark (1981)	5.740998
Aliens (1986)	Blade Runner (1982)	5.7312913
Aliens (1986)	Planet of the Apes (1968)	5.721333
Aliens (1986)	Star Wars: Episode IV - A New Hope (1977)	5.655813
Aliens (1986)	Terminator 2: Judgment Day (1991)	5.622199
Aliens (1986)	Terminator, The (1984)	5.5597987
Aliens (1986)	Predator (1987)	5.559027
Aliens (1986)	Princess Bride, The (1987)	5.5270514
Stand by Me (1986)	Stand by Me (1986)	6.0136504
Stand by Me (1986)	Airplane! (1980)	5.194609
Stand by Me (1986)	Raising Arizona (1987)	5.1288166
Stand by Me (1986)	Princess Bride, The (1987)	5.008222
Stand by Me (1986)	Christmas Story, A (1983)	4.958092
